CLAVEESTAB,n_AUH
0052MS0003,0
0107JS0006,0
4062JI5663,0
0073JI0927,0
4083JI3631,0
0068MA0001,0
0085MS0035,0
0033JS0001,0
4043JI6413,0
0005JI0906,0
0002MS3031,0
4096JI6043,0
0028JI0920,0
0073JI0937,0
0133MS0013,0
4100MS8383,0
0008JI0925,0
0106JS0010,0
0091MS0006,0
0133MS0040,0
0001MS0072,0
0117JI0908,0
0004JI0960,0
0033JI0911,0
0004JI0959,0
4097MS5926,0
0063JI0916,0
4030MT4180,0
4083MS2763,0
4004JI2813,0
4131MS7853,0
0081MS0001,0
0097JI0925,0
0087PP0039,0
0001MS0088,0
0023MS0002,0
0028JI0904,0
0022JI0910,0
4024MS3998,0
4069MS5688,0
4085JI3588,0
4096MS5763,0
4121PP5953,0
0069MS0088,0
0083MS2400,0
0130MS0009,0
0060MS0004,0
0043JI0905,0
4001MS5760,0
0075MS0008,0
4062MS4390,0
0088JS0005,0
4095MS6849,0
0005JI0922,0
0032MS0015,0
4071JI2270,0
0055MS0016,0
0130JI0907,0
0134MS0003,0
3007MA8115,0
0124JI0909,0
4131MS4286,0
4062MS7779,0
0069MS0151,0
0066JI0909,0
0120JI0903,0
0053JS0007,0
4083JI2231,0
0001MS3111,0
0105JI0904,0
0027MS0007,0
4109MS4838,0
4107MS4814,0
0004JI0932,0
0132JI0906,0
4008MS4127,0
0045MS0020,0
0109MS0001,0
3010JI2233,0
4005MS7782,0
4069MS7706,0
4001MS6980,0
0049MA0001,0
4045MS6997,0
4109MS8041,0
0049JS0014,0
0045MS0047,0
4083MS8921,0
0091PP0022,0
0061JI0909,0
0069MS0181,0
4055JI6620,0
3094JI1647,0
4100MS7969,0
4131MS4318,0
0130JI0927,0
0004MT0001,0
0079JS0006,0
4119MS3127,0
4062MS2690,0
0103MT0001,0
4116MS4910,0
4001MS6022,0
4004JI1800,0
0112JI0919,0
4020MA4155,0
0073MS0011,0
4069MS5692,0
0036JI0903,0
4055JI8265,0
0049JI0917,0
4071JI2511,0
4062JI2784,0
0085JI0910,0
4111JI7491,0
0037JS0002,0
0084JI0908,0
0051JS0001,0
4067JI2508,0
0108AS0001,0
4069JI2514,0
0068PP0013,0
0016JI0918,0
4045MS7116,0
4096MS4703,0
0102JI0914,0
0062JU0004,0
4119MS6994,0
0049PP0028,0
0043MS0046,0
0007PP0029,0
0034JI0902,0
4111JI1366,0
3119JI6341,0
4043MS7886,0
0055JI0923,0
4085MS4583,0
4004JI2083,0
0061MS0009,0
0027MS0005,0
4030MS8468,0
0051JS0007,0
0007JI0915,0
0069JI0908,0
0071MS0075,0
3085JI8405,0
4070MS8043,0
0136JI0920,0
4111JI1771,0
0085JI0901,0
0013JI0903,0
0097MS0022,0
0081MS0002,0
4030JI3634,0
0087JI0901,0
0085MS0011,0
0111JI0922,0
0003MA0001,0
0091JI0904,0
4097JI1655,0
0117MS0013,0
0100MS0009,0
4005MS6909,0
4070JI8363,0
0004JI0915,0
0123JI0910,0
0044MS0006,0
0019JI0909,0
4085MS4589,0
4073JI9102,0
0086JS0001,0
0113MT0001,0
3043JI1078,0
0084JS0003,0
0125MS0002,0
0098JI0906,0
0004MS0007,0
4131JI8768,0
0055JI0922,0
4055JI1691,0
0059JI0913,0
0005JI0931,0
0076JS0009,0
4004JI2856,0
4005JI1627,0
0067JI0901,0
0052JI0906,0
0053PP0027,0
0069JU0028,0
0083MS0017,0
4100MS7917,0
0009MS0007,0
4062MS5728,0
4001JI1407,0
4004MS4075,0
4008MS3365,0
4135MS7874,0
4111JI1178,0
4069JI7325,0
0005MT0005,0
4113MS7653,0
4077JI2124,0
0116JI0906,0
0042JS0001,0
4055PP7946,0
0007JI0904,0
0001JI0941,0
4005MS6654,0
0004JI0914,0
4113JI1799,0
0047PP0020,0
0069MS0095,0
3032JI3196,0
4001JI8987,0
0114JI0901,0
4045JI5476,0
0135MS0002,0
0069JI0935,0
0038JS0008,0
4008MS4109,0
0031JS0002,0
4032MS4192,0
0009JS0007,0
4128JI2095,0
0111JI0926,0
0059JI0910,0
0102JI0909,0
0092JI0904,0
0004MS0057,0
0032MS0053,0
0016JI0909,0
4008PP5295,0
4096MS4696,0
0117MS0032,0
0061PP0013,0
0108JM0001,0
0052MA3011,0
0132MS0028,0
0078MC0023,0
0041JS0003,0
0076MS0007,0
0073JI0936,0
0075MT0002,0
0062JI0945,0
0131MS0028,0
0092PP0021,0
4083MS8109,0
0024JS0005,0
0132MS0018,0
4068MS6972,0
0113MS0006,0
0099JI0908,0
0088JI0904,0
0069JI0901,0
0105PP0012,0
0070JI0904,0
0073MS0087,0
0052JI0902,0
0099JI0911,0
0083MS0012,0
3043MS6923,0
0095MS0025,0
4085JI1984,0
0135JI0905,0
4069JI2022,0
0075MS0017,0
0077MS0008,0
0119MS0046,0
0079JI0905,0
4068MS4447,0
0004JI0936,0
0032JI0919,0
0030MS0005,0
0089JI0902,0
0071MS0032,0
0073JI0914,0
0026JI0908,0
0116JI0918,0
0063MS0004,0
4045MS7182,0
0130MS0016,0
0047MS0007,0
0009JS0009,0
0007JS0013,0
0089JI0909,0
0043JI0902,0
0026JS0012,0
4133MS7839,0
0001MM0035,0
0116MS0025,0
0110JI0901,0
0124JI0906,0
0092JI0906,0
0083MS0041,0
4117MS8666,0
0088JS0006,0
0024JS0002,0
4085MS7719,0
4004MS4065,0
0066JI0902,0
4099MS7776,0
0111JI0913,0
0055JI0906,0
4032JI2232,0
0004MS0047,0
4083MS9002,0
0093MS0002,0
0085JI0903,0
0020JS0005,0
0030MS0033,0
0002JS0004,0
0069MT0009,0
4047JI8401,0
0034JS0007,0
4117JI7641,0
0060PP0027,0
0131MS0029,0
0069MS0172,0
0010JM0001,0
0055MS0013,0
4083MS9029,0
0044JI0924,0
4059MS7790,0
0001JI0970,0
0111MS0020,0
0068MS0003,0
0116JI0902,0
0011MS0001,0
0117JI0916,0
0078JS0010,0
4135JI2143,0
4004JI1653,0
4008JI8188,0
4008MS7785,0
4131MS3021,0
0116JI0907,0
0051JI0903,0
4032MS4191,0
4008JI5030,0
0096MS0005,0
0049JI0913,0
4130JI5225,0
4004MS7254,0
0020JS0009,0
4030JI3067,0
0086JI0906,0
0010JS0007,0
0018MS0002,0
0069JI1023,0
0045JU0001,0
4102JI1882,0
0085MS0046,0
0119MS0002,0
0085JI0931,0
0020MS0003,0
0063MS0001,0
0045MS0035,0
0117MS0029,0
0043JI0928,0
0026JI0911,0
4001JI8460,0
3111JI8350,0
0075MS3051,0
0132MS0037,0
0132JI0908,0
0096JI0905,0
0083JI0909,0
4111MS7691,0
0008JI0934,0
0010MS0009,0
0116MS0029,0
4001JI7629,0
4073MS7354,0
0095JI0933,0
0062MT0009,0
4001PP8633,0
0062MS0026,0
4045JI1811,0
0133JI0906,0
0055JI0929,0
4005JI2235,0
0085JI0969,0
0119JI0938,0
0081JM0001,0
4032MM5344,0
0085MT0004,0
4085MS4594,0
0081MT0001,0
4062JI1432,0
0069JI1021,0
0025MS0002,0
0001JI0926,0
0081MS0011,0
4005MS7088,0
4111MS4899,0
4071MS7162,0
4001JI0735,0
4085JI2725,0
0087JS0007,0
4045JI6386,0
4004JI2192,0
0131JI0903,0
0018JI0905,0
0092JS0002,0
4055MS8742,0
0110MS0009,0
4131MS4302,0
4045MS7862,0
4001MS4007,0
4083MS4566,0
4043JI1933,0
4131MS7857,0
0085MS0009,0
4032JI2577,0
0117JI0925,0
4032MS4067,0
4055JI5217,0
0032JI0912,0
3005JI2505,0
4069JU7418,0
0095JI0912,0
0050PP0016,0
3096JI2085,0
4053JI1822,0
4111MS3697,0
0002MA0001,0
0055JI0938,0
4062JI7751,0
4100JI1347,0
0077PP0067,0
0111JI0904,0
4073MS7850,0
4001JI1753,0
3109JM7560,0
0034JI0903,0
0053JI0912,0
0092JS0008,0
0055MT0004,0
0069MS0032,0
0051MS0005,0
0085JI0935,0
0056JI0907,0
0108MS0008,0
3032JI3083,0
0069JI1031,0
0065MS0002,0
0068MS0002,0
4109MT4865,0
4069MS6635,0
0004JI0912,0
0123JI0911,0
4043MS7037,0
0008JI0919,0
4100JI8466,0
0001JI0903,0
0071MS0082,0
4004MS7766,0
0119MS0057,0
0064JS0008,0
0128JI0903,0
4135PP0754,0
0100MS0037,0
0063JI0913,0
0053JS0003,0
0056PP0016,0
0086JI0909,0
0069JI0996,0
0034PP0006,0
0047JI0911,0
0077MS3021,0
0100MS0014,0
0091JI0907,0
0032JI0909,0
0132JI0912,0
4109MS7820,0
0002JS0002,0
0119JI0924,0
0028JS0003,0
4001JI1372,0
4097JI8617,0
0028JI0909,0
4114MS7021,0
0004MS0041,0
0067MS0008,0
0043JI0941,0
0025JI0909,0
4133MS4299,0
0004MS2180,0
0100MS0008,0
0062MS0040,0
0108JS0008,0
0001JI0939,0
4001JI5045,0
4032MS6829,0
0132JI0901,0
0071JI0932,0
0079MS0011,0
0030JI0936,0
4004JI2191,0
0076MS0010,0
0073JI0930,0
4069JU7415,0
0043JI0932,0
0095MS0027,0
0056MA0001,0
0035JI0903,0
0005JI0902,0
4043MS3962,0
0107JS0009,0
0131JI0911,0
3117JI2986,0
0092JS0012,0
0073MS0030,0
0113MA0001,0
0001MS0089,0
0090MS0001,0
4085JI1884,0
0061JS0006,0
0108MS0005,0
0100JI0934,0
3098JI1551,0
0075JS0002,0
0062MT0001,0
0017JI0902,0
4075JI1757,0
0028JS0004,0
0070JI0921,0
0086MT0003,0
0073MS0062,0
0017JI0912,0
0069JI0951,0
4114MS7022,0
0028JI0905,0
4131MS4323,0
0102JI0921,0
0111MS0036,0
4001JI7584,0
0066JI0910,0
0040MS0005,0
0001JI0990,0
0027PP0014,0
4131MS4306,0
4085MS6785,0
0004MS0016,0
0024JI0910,0
0129MT0001,0
0062JI0938,0
0012JS0002,0
0016MS0006,0
0035JI0904,0
0073JI0957,0
0001MS0077,0
0044MS0011,0
4069MS8377,0
4119MS7727,0
3005JI1716,0
0048MS0001,0
0008MS0037,0
4075MS6778,0
4131JI5528,0
4109MS7813,0
4073MS7236,0
0047JI0923,0
4045JI1959,0
4095PP7733,0
0095JI0928,0
0015JI0922,0
0094JS0001,0
4081MS7950,0
4109PP7928,0
0121JS0003,0
4069JU7422,0
0117MS3141,0
0112MT0001,0
0117JI0929,0
0069JI1027,0
0109JM0001,0
0096JI0903,0
0051MS0006,0
0071JI0945,0
0134JS0003,0
0096MS0024,0
0069MS0125,0
0096MS0007,0
0119MS0015,0
4116JI8968,0
0009JS0004,0
0069MS0036,0
0062MS0025,0
0077PP0044,0
0079MS2010,0
0061JS0013,0
0028JI0910,0
0028MS0008,0
4001JI8507,0
4062MS5245,0
4001JI8385,0
0033MS0005,0
4069MS6672,0
0057MS0001,0
0108JI0915,0
0096MS0001,0
0059JS0008,0
4070MS8194,0
4013MS7337,0
3085JI8703,0
0049MS2010,0
0131MS0024,0
4083JI6141,0
4111JI1808,0
4016MS8057,0
4073MT8811,0
0085MS0053,0
0068JI0908,0
0001MS0038,0
0066JI0901,0
0131JI0923,0
4004JI2990,0
4133MS7003,0
0009MS2040,0
0069MS3051,0
4030JI3694,0
0097JI0923,0
4071MS5745,0
4083JI3468,0
0062JI0930,0
0059MS0002,0
0008MS0011,0
4032MS4195,0
4079JI6469,0
0095JI0901,0
0098JI0902,0
0073MS0028,0
4116JI9004,0
0043MS0005,0
0072MS0006,0
4069MS7711,0
0069MT0001,0
4073JI6607,0
0014JI0913,0
0117JI0902,0
4119JI1495,0
4030MS4183,0
4095PP5290,0
0028MS0013,0
4069MS6677,0
0051PP0006,0
0076MS3081,0
0076JS0010,0
4062MM4383,0
0073MS0074,0
4096MS4697,0
0041PP0020,0
0069MS0189,0
4062JI6417,0
0035JM0001,0
0069MS0037,0
0092JS0003,0
4119MS3047,0
0069MS0144,0
4083MS4315,0
4047JI1919,0
0136MS0016,0
0001MS0002,0
0032JI0932,0
0008MS0017,0
0022JI0908,0
0095JI0920,0
0030JI0928,0
0111MS0046,0
0029JS0001,0
4085JI8613,0
0119JI0939,0
4004MM2626,0
0001JI0918,0
0085MS0016,0
0049JS0010,0
0013JS0004,0
0089JI0903,0
0119MS0026,0
0074JS0012,0
4055MS7085,0
4071JI3154,0
0076JS0003,0
0024JS0008,0
0069MS0150,0
0043MS0031,0
4096MS4699,0
0004JU0001,0
0132MS0034,0
4119JI6580,0
0110MS0005,0
0051PP0012,0
4055JI2551,0
3094JI3243,0
0001JI0906,0
0116MT0002,0
4097JI5055,0
3100JI2837,0
4081MS4557,0
4131JI8541,0
4062JI1677,0
0004JI0964,0
4005JI1148,0
4032MS8465,0
0102JI0903,0
0083MS0009,0
0043JI0939,0
0073JI0951,0
0044MS0007,0
0053JI0916,0
0007MS0003,0
0056PP0011,0
4111MS7027,0
0103PP0019,0
0131JI0902,0
0086MS0006,0
0078JS0007,0
4069MS4451,0
0008MS0040,0
3111JI6426,0
0001MT0001,0
4004JI1423,0
4111MS8071,0
0111MT0008,0
0097MS0006,0
0132MS0011,0
4102JI5048,0
4116JI8447,0
0018PP0014,0
4078MS4548,0
0063JI0928,0
4070JI5514,0
0005MS0018,0
0101PP0014,0
4071JI1671,0
0035MS2021,0
0110JI0909,0
0030JI0903,0
0081JS0003,0
0040PP0022,0
4116MS4909,0
0056MS0002,0
0043JI0929,0
0119JI0923,0
0110JI0907,0
0024JS0006,0
4100MS6760,0
3075JM8223,0
0070MS0015,0
0129JI0904,0
4069MS5743,0
0100JI0931,0
0033MA0002,0
0085MA0001,0
0001MS3771,0
0020MS0006,0
0027PP0016,0
0013MS0001,0
0015JI0914,0
0071MS0026,0
4035JI0729,0
4116MS7894,0
0111MS0045,0
3135JI6349,0
0026MS3051,0
0032JI0913,0
4032JI9017,0
0109MS0012,0
0042MS0002,0
0096JI0908,0
0092PP0010,0
0135JI0911,0
0083JI0928,0
0071MS0083,0
0126JI0901,0
0089PP0013,0
0072JI0902,0
4083MS4568,0
4088MS3909,0
4045JI8203,0
0026JI0910,0
4043MS6965,0
0093JI0908,0
4069JI2558,0
4062JI2911,0
0095MS0016,0
0044JI0910,0
0105MS0005,0
0098MS2050,0
0019MS0005,0
0055JI0947,0
4129MS8933,0
0017MS0003,0
4130MS8766,0
4100JI5931,0
0022JI0904,0
0017JS0008,0
0001MS0051,0
4030JI1531,0
0078MS0003,0
4001JI5851,0
0113MS2050,0
0015JS0002,0
0043JI0935,0
0050JI0904,0
4004JI3863,0
0015MS0012,0
0005JI0916,0
0077PP0019,0
4133MS8054,0
0135MS0013,0
4132MS6744,0
0087PP0024,0
0087JS0001,0
3001JM8568,0
0119MS0039,0
0055JI0937,0
0014JI0911,0
3100JI7532,0
0056PP0030,0
4063JI7762,0
4043JI7492,0
0073JI0907,0
0106JS0009,0
0079MC0014,0
0043MS0050,0
0081JI0906,0
0063JI0906,0
4001PP7315,0
0008JI0936,0
0119JI0907,0
0062MS0013,0
0125JI0902,0
0106JI0915,0
0075JI0910,0
4029JI5101,0
4069BS6697,0
4119JI4955,0
0024JS0009,0
0017JI0907,0
0001MS0060,0
0045MS0058,0
0010MS0012,0
0030MS0042,0
0131MS0018,0
4123JI2236,0
0112MS0007,0
0116MS0030,0
0098MS0018,0
4055MS7830,0
0054PP0017,0
4096MS4680,0
0069MS0107,0
4016MA4150,0
0008JI0903,0
0092JI0903,0
0083JI0924,0
0061JI0910,0
0069MS0051,0
3005JI1226,0
3069JI6300,0
0045JM0001,0
4043MS6531,0
0081MS0004,0
4119MS6833,0
0069MT0006,0
4113JI5446,0
3069JI6279,0
4100MS4743,0
0135JM0001,0
4136MS7972,0
0032JI0924,0
0028MA0001,0
0123JI0901,0
4085JI5162,0
0021MS0001,0
0015MA0001,0
0135MS0008,0
4055JI5297,0
0107MS0006,0
0069JI0959,0
0083JI0941,0
0043MS0020,0
0135MS0014,0
0020JI0906,0
0078JS0006,0
0055MT0003,0
0070JS0008,0
0045JI0923,0
4133JI6199,0
0091MS0004,0
0026PP0047,0
0123MS0004,0
0116MS0003,0
0040JI0904,0
4047JI3479,0
4043MS4210,0
4010JI6068,0
3062JI8024,0
0093MC0002,0
3117JI1279,0
0081JI0908,0
4107MS7834,0
4111JI5503,0
0083JI0922,0
0106JI0906,0
0125MS0006,0
0085JI0933,0
4100JI1162,0
4030JI8251,0
4094JI8733,0
0135JI0921,0
0133MS0024,0
4055JI2811,0
4083JI9039,0
4085MS6792,0
4062MS8612,0
4043JI2773,0
4062JI2212,0
4001MS7074,0
4118JI1823,0
0059JI0915,0
4004MS7238,0
4111MS4902,0
0013JI0912,0
0053JI0919,0
0048JI0901,0
0070MA0001,0
0102JI0911,0
0105JS0003,0
0004MS0068,0
4059MS6839,0
0004MS0043,0
0078PP0029,0
0073MS0033,0
4131MS7856,0
0045JI0926,0
0071MS0040,0
4014JI2252,0
0108JI0913,0
0074MS0004,0
0004JI0958,0
0130MS0012,0
0059JI0904,0
4096MS5709,0
0074PP0006,0
0065JS0001,0
0069MS0017,0
0091JI0908,0
4059JI5453,0
0068PP0003,0
0066JS0005,0
0045MS0054,0
4024MA1509,0
0081JI0912,0
0114JI0910,0
4001JI6307,0
0088JS0004,0
0116JI0903,0
0123JI0907,0
0001JI0960,0
4131JI3102,0
0102MS0014,0
0004MS0046,0
0071JI0958,0
0043MS0075,0
4030MS5316,0
4069MS6664,0
0092JS0011,0
0022MS0002,0
4015MS3465,0
4096MS7194,0
0008MS0010,0
0069JI0937,0
0071JI0911,0
4131JI8877,0
0045JI0910,0
0069JU0015,0
4073MS7849,0
0073MS0004,0
4055PP1953,0
0008JI0906,0
3096MS7352,0
4116JI3099,0
0075MT0003,0
0109MS0006,0
0024PP0021,0
0102MS0012,0
4109JI6063,0
0049JS0011,0
0008MS0031,0
0112JI0901,0
0011MS0006,0
4043JI1373,0
0062MS0057,0
0063JI0927,0
0044MS0016,0
0033JI0912,0
0108JS0006,0
0081MS0016,0
0047JM0001,0
4045MS4262,0
0073JI0943,0
0069JI1028,0
4133MS6642,0
4097JI2727,0
4010MS4136,0
3109JM7568,0
0109JI0910,0
4004JI1803,0
0073MS0075,0
4045JI1427,0
4111JI1461,0
0030JI0933,0
4116MS8951,0
0071JI0920,0
3117JI1269,0
4063MA7759,0
0055MS0035,0
0059JS0004,0
0113MS0010,0
0001JI0934,0
4100MS7262,0
0112JI0914,0
0005MS0024,0
4074JI2166,0
4111JI2600,0
4095MS6928,0
0001JI0921,0
0075MS0018,0
0065JI0904,0
4098MS4727,0
0088JS0001,0
0055JI0901,0
0132JI0902,0
0040JS0001,0
0044JI0902,0
0004MS0067,0
0097MS0024,0
3136JI1502,0
4085JI1993,0
4129MS6894,0
0021JI0905,0
0098MS2070,0
0109JI0908,0
0067JI0910,0
4043JI7748,0
0119MS0004,0
4001JI1151,0
4023MS4159,0
4116MS9021,0
0094JS0007,0
0121JS0004,0
0130MS0010,0
0015MS0020,0
0076JI0909,0
0116MS0023,0
4119JI3467,0
4119MT7728,0
0111MS0019,0
0069MT0010,0
4025JI3506,0
4008JI3329,0
0111MS0024,0
0106JS0015,0
0053MS0020,0
4125MS8997,0
0071JI0948,0
4062MS5713,0
0077JS0015,0
0043MS0017,0
0069MS0085,0
4010MS4135,0
0115MC0034,0
0096JI0907,0
0063JI0910,0
0127JI0901,0
0117MS3151,0
0008JI0927,0
0043MS0083,0
0030JI0910,0
0001MS0001,0
4004MS7770,0
0069JI1009,0
4111JI7555,0
0124JI0907,0
0093JS0007,0
0109JI0917,0
0070JI0919,0
3005JI3606,0
4095MS6847,0
0107JI0908,0
0085JI0956,0
0067JI0905,0
4081JI6586,0
0034PP0021,0
0085MS0078,0
0112MS0005,0
4136MS7967,0
4081MA4561,0
0076MS0012,0
0062JI0921,0
0085MS0081,0
0069MS0094,0
4131JI5822,0
4048MS4336,0
0063JI0918,0
4060MS4376,0
4001JI1222,0
0106JI0910,0
0045MS0038,0
0079JI0909,0
0032MT0004,0
4071MS7166,0
0079MS0001,0
0133JI0901,0
0109JI0914,0
4073JI8345,0
0032JI0940,0
0069MS0182,0
4111JI5043,0
0055JI0924,0
0085JI0926,0
0085MS0025,0
0111JI0945,0
0073JI0912,0
0032MS0037,0
0069MS0152,0
0129JI0909,0
4100JI8199,0
0096JI0901,0
4071JI1300,0
0020JS0001,0
0055JI0913,0
0008JI0910,0
4133JI2297,0
0018JI0904,0
4001MS8592,0
4071JM8247,0
4071JI3744,0
0133MS0041,0
0132JI0907,0
4085JI2137,0
0075MS0014,0
0005MS0020,0
4005MS7781,0
0038PP0017,0
0017MS2040,0
4001JI7595,0
0111MS0017,0
4062JI1743,0
0085MS0030,0
0137MS0001,0
0133MS0035,0
4136MS4752,0
0003JI0905,0
4116JI8904,0
0080JI0903,0
4062JI7487,0
4069MS6412,0
4077JI8305,0
4030JI5212,0
0096JI0912,0
4131JI1623,0
0095JI0908,0
0100MS0023,0
4117JI1469,0
0132MS0003,0
4062JI1937,0
3025JM6598,0
0108JI0902,0
0137JS0002,0
4018MS4152,0
0071MS0005,0
0044JI0920,0
4097JI2003,0
0026MS0001,0
0089MS0005,0
0068MT0002,0
4005MS6257,0
0043MS0076,0
0033MT0001,0
0117MS0033,0
0057JS0004,0
0069JI1012,0
4096MS4650,0
0062JI0916,0
4116JI2684,0
0001MT0009,0
4096MS4673,0
4073MS4516,0
4055JI5551,0
0131MS0031,0
0012JS0005,0
4085JI5639,0
0069MS0127,0
0102AS0001,0
0118PP0012,0
0004MS0040,0
0061JS0012,0
4133JI8950,0
0073MS0067,0
0088MS0003,0
0085MS0045,0
0055JI0935,0
0071JI0939,0
0114JI0902,0
4119JI2284,0
4133MS4297,0
4116MS8668,0
4001JI8067,0
0136MS0003,0
0059JI0906,0
0032MS0045,0
0085JI0907,0
0085JI0908,0
0007JI0916,0
0062MS0038,0
4069MS7275,0
0100MS0002,0
4043MS9178,0
0032MS0019,0
4008MS7787,0
4100JI5915,0
0062JI0929,0
0109MT0001,0
0117MS0025,0
0111JI0918,0
4083MS8717,0
0005MS0003,0
0078PP0019,0
0032MS0058,0
4043MS4228,0
0017JI0911,0
0131MS0015,0
0133JI0927,0
0062JI0920,0
0117MT0004,0
0100JI0905,0
0083MS0037,0
4031MS8963,0
0096MT0001,0
0133MS0010,0
4045MS7053,0
0088JI0907,0
0058PP0005,0
0001JI0983,0
0100MS0054,0
0077MA0001,0
0001MS0007,0
0069MS0147,0
0045JI0929,0
0012JS0001,0
4005JI8261,0
0045JI0927,0
0015JI0915,0
0089PP0018,0
0062MS0087,0
4063MS7910,0
0112JI0918,0
0106JS0008,0
0134JS0001,0
4095JI0761,0
4063JI5250,0
0030MS0043,0
0101JI0903,0
4073MS7233,0
0073MS0032,0
4062MS6989,0
4001JI1224,0
4111MS4897,0
0030JI0917,0
0032JI0927,0
3067JI8777,0
0083MT0003,0
0073JI0954,0
0131MS0026,0
4077MS9129,0
0006MS0004,0
0005JU0001,0
0111JI0942,0
4133JI9177,0
0043JI0945,0
0059PP0035,0
4001MS1562,0
0023JS0003,0
0071MS0070,0
4063MS9004,0
0085MS0073,0
4096MS4660,0
3096JI1198,0
0095MS0017,0
4102MS8070,0
4075MS8946,0
4043JI1735,0
4045MS7300,0
4106JI3143,0
4045MT4264,0
0001MS0048,0
0111JI0906,0
4004JI2024,0
0123MS0014,0
4096JI5205,0
0069MS0050,0
4085JI8353,0
4001JI8602,0
0008JI0948,0
4004JI2456,0
0004MS0052,0
0132JI0913,0
4108MS6460,0
0107MA0001,0
0032JI0907,0
0100JI0913,0
0131MS0033,0
3043MS8707,0
0109MS0008,0
0085JI0947,0
0017JI0905,0
0071JI0938,0
0025MA0001,0
0063MS0015,0
0081JI0921,0
4055MS2889,0
0043JI0922,0
0055JI0933,0
0108MT0001,0
0043MS0052,0
0027JI0906,0
0045JI0946,0
0035MS0002,0
0031JS0001,0
0069JI1022,0
4069JI9126,0
4132MS4309,0
0040MT0001,0
0049PP0010,0
4109MS7815,0
3119JI6337,0
4071JI2538,0
4109JI6435,0
0064JI0901,0
4133MS5703,0
4106JI2123,0
0085MS0071,0
0055MS0040,0
4132MS8198,0
4045MS4255,0
0004MS0063,0
0064JI0910,0
0117MS0017,0
0097JI0922,0
0079JS0007,0
3109JM7558,0
0093MS0003,0
0071MS0074,0
4116BS7126,0
0075MS0010,0
0109JI0918,0
0012JI0908,0
0088MS0007,0
4005JI7361,0
0040PP0004,0
0067JI0914,0
0085MS0043,0
0032JI0914,0
0085MS0051,0
4032MS5683,0
0071MS0023,0
0067MS0004,0
0069JI0971,0
0006MS0002,0
3094JM7401,0
4004MS4082,0
0100JI0908,0
0009JI0903,0
4081MS7754,0
0017MS0006,0
0011JS0005,0
0069MS0100,0
0062MS0033,0
0076JS0007,0
4032MS3155,0
0026MS0005,0
0008MS0003,0
0086JI0908,0
0107JI0902,0
0069MS0053,0
4062MS5730,0
0015MS0009,0
4069MS6678,0
4100MS4799,0
0069JU0003,0
0018PP0012,0
4079MS3450,0
0131MS0001,0
0008JI0959,0
0014MS0008,0
0001JI0991,0
0119MS0010,0
0002PP0015,0
0110PP0013,0
0085MS0062,0
4100MS4770,0
0071JI0931,0
0133MS0019,0
4085MS4612,0
4045MS7866,0
4070MS3712,0
0100MS0036,0
4111JI5560,0
0030MS0031,0
4005JI6455,0
0099MS0007,0
4069MS4482,0
0011JI0908,0
0133JI0918,0
0133JI0909,0
4130JI5980,0
0076JI0913,0
0136MS3061,0
4015JI9008,0
0085MS0003,0
4030MS7120,0
0069JI0902,0
4095MS7005,0
4109MS4827,0
4008JI2215,0
0086JI0902,0
0054JS0007,0
0100JI0907,0
0048MT0001,0
0055MS0030,0
4001JI2028,0
4069JI1642,0
0102MS0019,0
0001JM0002,0
0130JI0918,0
0102MS0015,0
4130JI1125,0
0001MS0029,0
0047MT0002,0
0032JI0917,0
0061JI0911,0
4026JI6211,0
4119MS6810,0
4117MS8062,0
0069JI0963,0
0069JI0909,0
0135MS0018,0
0133JI0919,0
0069MS3701,0
4119JI2201,0
0081JI0928,0
0001JI0905,0
4001JI1313,0
4069JI1538,0
0049PP0036,0
4065JI1952,0
0078PP0024,0
0100MS0053,0
0063JS0002,0
3043JI3092,0
0001MS0056,0
0059JI0902,0
4070JI6397,0
0053MS2140,0
0119JI0940,0
4119MS4957,0
0045MS0042,0
0085JI0973,0
0071MS0025,0
4022JI3861,0
4106PP8095,0
4119MS7808,0
0069JU0018,0
0125JI0907,0
4045JI1606,0
0085JI0955,0
4055JI6433,0
4069JI1397,0
0070JI0918,0
0073MS0025,0
0085JI0962,0
0049MS0006,0
4091MS4631,0
4083MS7904,0
4109MS4842,0
0032JI0908,0
0063JI0905,0
0053JI0918,0
0009JS0006,0
3109JM7572,0
4133MS2724,0
4084MA4578,0
0055MS0012,0
0043MS0054,0
4043JI1247,0
0061JI0908,0
0073MS0016,0
0083JI0946,0
0038JI0903,0
0066JS0004,0
0125JI0905,0
0014JI0912,0
4069MS6970,0
0007PP0039,0
0049JI0910,0
4001MS8692,0
0085MS0040,0
4100JI1895,0
0021PP0015,0
0059PP0015,0
0107MT0001,0
4001MS6984,0
0055MS0023,0
0001JI0982,0
4117MS4944,0
0043MS0042,0
0130MS0015,0
0061MA0001,0
4111JI1459,0
0001JI0943,0
0094MS0005,0
4083JI6223,0
4109MS4839,0
0012JS0015,0
4062JI8954,0
0005MS0028,0
0068MS0006,0
0069JI0960,0
0078JS0002,0
4096JI1136,0
0103JS0004,0
4109MS4848,0
0066JI0908,0
0129MS0004,0
0108MS0001,0
4111MS3415,0
0073MS0010,0
0135MS0025,0
4133JI2425,0
4085MS6832,0
4123MS4971,0
4131MS6306,0
4040MS8715,0
4024JI2013,0
0055MS0022,0
0033JI0901,0
3001JI3942,0
0069MS0008,0
0076MS0006,0
